2025-11-13 09:15:21 | User:anonymous | Action:CREATE_Orders | Entity:Orders#create-temp | IP:::1 | Payload:{"raw":"[Empty Body]"}
2025-12-03 02:15:26 | User:anonymous | Action:CREATE_Auth | Entity:Auth#login | IP:::1 | Payload:{"username":"admin","password":"[REDACTED]"}
2025-12-03 02:15:39 | User:admin | Action:UPDATE_Users | Entity:Users#1 | IP:::1 | Payload:{"username":"admin","email":"admin@example.com","fullName":"Qu\u1EA3n tr\u1ECB vi\u00EAn","role":"admin","isActive":true,"password":"[REDACTED]"}
2025-12-03 02:15:51 | User:anonymous | Action:CREATE_Auth | Entity:Auth#login | IP:::1 | Payload:{"username":"admin","password":"[REDACTED]"}
2025-12-03 02:18:01 | User:anonymous | Action:CREATE_Auth | Entity:Auth#login | IP:::1 | Payload:{"username":"admin","password":"[REDACTED]"}
2025-12-03 02:18:12 | User:admin | Action:UPDATE_Users | Entity:Users#1 | IP:::1 | Payload:{"username":"admin","email":"admin@example.com","fullName":"Qu\u1EA3n tr\u1ECB vi\u00EAn","role":"admin","isActive":true,"password":"[REDACTED]"}
2025-12-03 02:23:06 | User:admin | Action:UPDATE_Users | Entity:Users#1 | IP:::1 | Payload:{"username":"admin","email":"admin@example.com","fullName":"Qu\u1EA3n tr\u1ECB vi\u00EAn","role":"admin","isActive":true,"password":"[REDACTED]"}
2025-12-03 02:23:21 | User:anonymous | Action:CREATE_Auth | Entity:Auth#login | IP:::1 | Payload:{"username":"admin","password":"[REDACTED]"}
2025-12-03 02:25:15 | User:anonymous | Action:CREATE_Auth | Entity:Auth#login | IP:::1 | Payload:{"username":"staff01","password":"[REDACTED]"}
2025-12-03 02:27:03 | User:anonymous | Action:CREATE_Auth | Entity:Auth#login | IP:::1 | Payload:{"username":"admin","password":"[REDACTED]"}
2025-12-03 02:27:06 | User:anonymous | Action:CREATE_Auth | Entity:Auth#login | IP:::1 | Payload:{"username":"admin","password":"[REDACTED]"}
2025-12-03 02:34:37 | User:admin | Action:CREATE_Users | Entity:Users#0 | IP:::1 | Payload:{"username":"admin","email":"mansocho123@gmail.com","fullName":"mansocho123","role":"staff","isActive":true,"password":"[REDACTED]"}
2025-12-03 02:37:40 | User:admin | Action:CREATE_Users | Entity:Users#0 | IP:::1 | Payload:{"username":"mansocho123","email":"manshpypro@gmail.com","fullName":"mansocho123","role":"staff","isActive":true,"password":"[REDACTED]"}
2025-12-03 02:37:53 | User:admin | Action:CREATE_Users | Entity:Users#0 | IP:::1 | Payload:{"username":"admin","email":"manshpypro@gmail.com","fullName":"mansocho213","role":"staff","isActive":true,"password":"[REDACTED]"}
2025-12-03 02:37:57 | User:admin | Action:CREATE_Users | Entity:Users#0 | IP:::1 | Payload:{"username":"admin213","email":"manshpypro@gmail.com","fullName":"mansocho213","role":"staff","isActive":true,"password":"[REDACTED]"}
2025-12-03 02:41:58 | User:admin | Action:UPDATE_Me | Entity:Me#change-password | IP:::1 | Payload:{"currentPassword":"admin123","newPassword":"mansocho123","confirmNewPassword":"mansocho123"}
2025-12-03 02:42:12 | User:admin | Action:UPDATE_Me | Entity:Me#change-password | IP:::1 | Payload:{"currentPassword":"mansocho123","newPassword":"123123","confirmNewPassword":"123123"}
2025-12-03 02:42:27 | User:anonymous | Action:CREATE_Auth | Entity:Auth#login | IP:::1 | Payload:{"username":"admin","password":"[REDACTED]"}
2025-12-10 00:32:45 | User:anonymous | Action:CREATE_Auth | Entity:Auth#login | IP:::1 | Payload:{"username":"admin","password":"[REDACTED]"}
2025-12-10 00:33:13 | User:anonymous | Action:CREATE_Auth | Entity:Auth#login | IP:::1 | Payload:{"username":"admin","password":"[REDACTED]"}
2025-12-10 00:36:26 | User:anonymous | Action:CREATE_Auth | Entity:Auth#login | IP:::1 | Payload:{"username":"admin","password":"[REDACTED]"}
2025-12-10 00:36:29 | User:anonymous | Action:CREATE_Auth | Entity:Auth#login | IP:::1 | Payload:{"username":"admin","password":"[REDACTED]"}
2025-12-10 00:36:32 | User:anonymous | Action:CREATE_Auth | Entity:Auth#login | IP:::1 | Payload:{"username":"admin","password":"[REDACTED]"}
2025-12-10 00:38:41 | User:anonymous | Action:CREATE_Auth | Entity:Auth#login | IP:::1 | Payload:{"username":"admin","password":"[REDACTED]"}
2025-12-10 00:39:31 | User:admin | Action:UPDATE_Me | Entity:Me#change-password | IP:::1 | Payload:{"currentPassword":"admin123","newPassword":"mansocho123","confirmNewPassword":"mansocho123"}
2025-12-10 00:45:05 | User:admin | Action:UPDATE_Me | Entity:Me#change-password | IP:::1 | Payload:{"currentPassword":"mansocho1234","newPassword":"mansocho123","confirmNewPassword":"mansocho123"}
2025-12-10 00:45:44 | User:admin | Action:UPDATE_Me | Entity:Me#change-password | IP:::1 | Payload:{"currentPassword":"mansocho1234","newPassword":"mansocho123","confirmNewPassword":"mansocho123"}
